index	source	source_id	English_name	Chinese_name	clean_name	name2	note1	note2	group1	group2	stat_standard	stat_shape	stat_cook	stat_storage	stat_meat	stat_seasoning	edible	Energy_kcal	Energy_kJ	Water	Protein	Fat	Ash	Fiber	Carbohydrate	Sugar	Alcohol	Caffeine	saturated_fat_acid	monounsat_fat_acid	polyunsat_fat_acid	trans_fat_acid	Cholesterol	Phytosterol	Fructose	VA_RAE	VA_IU	Retinol	Carotene	Thiamin	Riboflavin	Niacin	Nicotincin	VB6	VB12	VC	VD	VE	Tocopherol.gama	VK	Folate	Choline	Ca	Fe	Mg	p	K	Na	Zn	Cu	Mn	Se	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Arginine	Histidine	F18D2	F18D3	F18D4	F20D4	F20D5	F22D5	F22D6	others	total_name	key_name_cn
China_15101	China	15101		小米	小米				谷类及制品	小米、黄米					NA		100	361	1511	11.6	9	3.1	1.2	1.6	75.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.017	0	0.1	0.33	0.1	1.5	0	0	0	0	NA	3.63	NA	NA	0	NA	41	5.1	107	229	284	0	1.87	0.54	0.89	0.00474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 15101; name: 小米; pinyin: XM; cateno: 15; category_lvl1_id: 1; category_lvl2_id: 15; a_vit_e: 0; i: 0.0037	小米	小米
China_11101	China	11101		小麦	小麦				谷类及制品	小麦					NA		100	338	1416	10	11.9	1.3	1.6	10.8	75.2	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.4	0.1	4	0	0	0	0	NA	1.82	NA	NA	0	NA	34	5.1	4	325	289	0	2.33	0.43	3.1	0.00405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 11101; name: 小麦; pinyin: XM; cateno: 11; category_lvl1_id: 1; category_lvl2_id: 11; a_vit_e: 1.48; i: 0	小麦	小麦
China_45120	China	45120		小白菜[青菜]	小白菜			[青菜]	蔬菜类及制品	嫩茎、叶、花菜类					NA		94	14	59	94.8	1.4	0.3	1.1	0	2.4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.154	0	0	0.01	0.05	0	0	0	0	64	NA	0.4	NA	NA	0	NA	117	1.3	30	26	116	0	0.23	0.02	0.15	0.00039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45120; name: 小白菜[青菜]; pinyin: XBC; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0.01	小白菜	小白菜
China_51020	China	51020		香菇（干）[香蕈，冬菇]	香菇		（干）	[香蕈，冬菇]	菌藻类	菌类			干		NA		95	274	1146	12.3	20	1.2	4.8	31.6	61.7	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.02	0.19	1.26	20.5	0	0	0	5	NA	0.66	NA	NA	0	NA	83	10.5	147	258	464	0	8.57	1.03	5.47	0.00642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 51020; name: 香菇（干）[香蕈，冬菇]; pinyin: XG（G）[XDG]; cateno: 51; category_lvl1_id: 5; category_lvl2_id: 51; a_vit_e: 0; i: 0	香菇	香菇
China_45320	China	45320		苋菜（紫，鲜）[红苋]	苋菜		（紫，鲜）	[红苋]	蔬菜类及制品	嫩茎、叶、花菜类				鲜	NA		73	35	146	88.8	2.8	0.4	2.1	1.8	5.9	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.248	0	1.49	0.03	0.1	0.6	0	0	0	30	NA	1.54	NA	NA	0	NA	178	2.9	38	63	340	0	0.7	0.07	0.35	9e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45320; name: 苋菜（紫，鲜）[红苋]; pinyin: C（Z）[H]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0.88; i: 0	苋菜	苋菜
China_122115	China	122115		虾皮	虾皮				鱼虾蟹贝类	虾					NA		100	153	640	42.4	30.7	2.2	22.2	0	2.5	NA	0	NA	NA	NA	NA	NA	428	NA	NA	NA	0.019	0.019	0	0.02	0.14	3.1	0	0	0	0	NA	0.92	NA	NA	0	NA	991	6.7	265	582	617	5057.7	1.93	1.08	0.82	0.07443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 122115; name: 虾皮; pinyin: XP; cateno: 122; category_lvl1_id: 12; category_lvl2_id: 122; a_vit_e: 0.42; i: 0.2645	虾皮	虾皮
China_122201	China	122201		虾米[海米，虾仁]	虾米			[海米，虾仁]	鱼虾蟹贝类	虾					NA		100	198	828	37.4	43.7	2.6	17	0	0	NA	0	NA	NA	NA	NA	NA	525	NA	NA	NA	0.021	0.021	0	0.01	0.12	5	0	0	0	0	NA	1.46	NA	NA	0	NA	555	11	236	666	550	4891.9	3.82	2.33	0.77	0.0754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 122201; name: 虾米[海米，虾仁]; pinyin: XM[HMXR]; cateno: 122; category_lvl1_id: 12; category_lvl2_id: 122; a_vit_e: 1.46; i: 0.0825	虾米	虾米
China_45332	China	45332		西芹[西洋芹菜，美芹]	西芹			[西洋芹菜，美芹]	蔬菜类及制品	嫩茎、叶、花菜类					NA		85	17	72	93.6	0.6	0.1	0.9	2.2	4.8	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.002	NA	NA	0.01	0.03	NA	0.22	0	0	4	NA	0	NA	NA	0	NA	36	0.2	15	35	15	0	0.1	0.02	0.06	1e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45332; name: 西芹[西洋芹菜，美芹]; pinyin: XQ[XYQCMQ]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: NA; i: 0	西芹	西芹
China_62208	China	62208		西梅	西梅				水果类及制品	核果类					NA		76	42	177	88.5	0.7	0.1	0.4	0.7	10.3	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.001	NA	NA	0.01	0.01	NA	0.18	0	0	1.4	NA	0.18	NA	NA	0	NA	11	0.1	10	16	155	0	0.04	0.02	0.04	0.00011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 62208; name: 西梅; pinyin: XM; cateno: 62; category_lvl1_id: 6; category_lvl2_id: 62; a_vit_e: NA; i: 0	西梅	西梅
China_45217	China	45217		西兰花[绿菜花]	西兰花			[绿菜花]	蔬菜类及制品	嫩茎、叶、花菜类					NA		83	27	111	91.6	3.5	0.6	0.6	0	3.7	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.013	0	0	0.06	0.08	0	0.73	0	0	56	NA	0.76	NA	NA	0	NA	50	0.9	22	61	179	0	0.46	0.03	0.06	0.00043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45217; name: 西兰花[绿菜花]; pinyin: XLH[LCH]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	西兰花	西兰花
China_43218	China	43218		西葫芦	西葫芦				蔬菜类及制品	茄果、瓜菜类					NA		73	19	79	94.9	0.8	0.2	0.3	0.6	3.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	0	0.03	0.01	0.03	0.2	0	0	0	6	NA	0.34	NA	NA	0	NA	15	0.3	9	17	92	0	0.12	0.03	0.04	0.00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 43218; name: 西葫芦; pinyin: XHL; cateno: 43; category_lvl1_id: 4; category_lvl2_id: 43; a_vit_e: 0.34; i: 4e-04	西葫芦	西葫芦
China_66201	China	66201		西瓜（代表值）	西瓜		（代表值）		水果类及制品	瓜果类					NA		59	31	108	92.3	0.5	0.3	0.2	0.2	6.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.014	0	0.45	0.02	0.04	0.2	0.3	0	0	5.7	NA	0.11	NA	NA	0	NA	7	0.4	14	12	97	0	0.09	0.03	0.03	9e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 66201; name: 西瓜（代表值）; pinyin: XG（JZ）; cateno: 66; category_lvl1_id: 6; category_lvl2_id: 66; a_vit_e: 0.06; i: 0	西瓜	西瓜
China_63908	China	63908		无花果	无花果				水果类及制品	浆果类					NA		100	65	272	81.3	1.5	0.1	1.1	3	16	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	0	0.03	0.03	0.02	0.1	0	0	0	2	NA	1.82	NA	NA	0	NA	67	0.1	17	18	212	0	1.42	0.01	0.17	0.00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 63908; name: 无花果; pinyin: WHG; cateno: 63; category_lvl1_id: 6; category_lvl2_id: 63; a_vit_e: 1.4; i: 0	无花果	无花果
China_45336	China	45336		莴笋叶[莴苣菜]	莴笋叶			[莴苣菜]	蔬菜类及制品	嫩茎、叶、花菜类					NA		100	15	62	95	1	0.2	0.9	0	2.9	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.002	0	0	0.03	0	0	0	0	0	0	NA	0	NA	NA	0	NA	9	0.2	19	37	305	0	0.19	0.05	0.03	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45336; name: 莴笋叶[莴苣菜]; pinyin: SY[Y]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	莴笋叶	莴笋叶
China_45324	China	45324		莴笋（鲜）[莴苣]	莴笋		（鲜）	[莴苣]	蔬菜类及制品	嫩茎、叶、花菜类				鲜	NA		62	15	63	95.5	1	0.1	0.6	0.6	2.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.025	0	0.15	0.02	0.02	0.5	0	0	0	4	NA	0.19	NA	NA	0	NA	23	0.9	19	48	212	0	0.33	0.07	0.19	0.00054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45324; name: 莴笋（鲜）[莴苣]; pinyin: S[]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0.08; i: 0	莴笋	莴笋
China_39303	China	39303		豌豆（煮）	豌豆		（煮）		干豆类及制品	干豆类其他					NA		100	107	448	70.5	8.9	0.3	1.1	2.4	19.2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	NA	NA	0.22	0.09	NA	1.9	0	0	14	NA	0	NA	NA	0	NA	29	2.3	0	129	230	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 39303; name: 豌豆（煮）; pinyin: WD（Z）; cateno: 39; category_lvl1_id: 3; category_lvl2_id: 39; a_vit_e: NA; i: 0	豌豆	豌豆
China_45123	China	45123		娃娃菜	娃娃菜				蔬菜类及制品	嫩茎、叶、花菜类					NA		97	13	52	95	1.9	0.2	0.7	0	2.4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.004	NA	NA	0.04	0.03	NA	0.61	0	0	12	NA	0	NA	NA	0	NA	78	0.4	17	58	278	0	0.35	0.03	0.13	0.00016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45123; name: 娃娃菜; pinyin: WWC; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: NA; i: 0	娃娃菜	娃娃菜
China_45321	China	45321		茼蒿（鲜）[蓬蒿菜，艾菜]	茼蒿		（鲜）	[蓬蒿菜，艾菜]	蔬菜类及制品	嫩茎、叶、花菜类				鲜	NA		82	24	100	93	1.9	0.3	0.9	1.2	3.9	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.252	0	1.51	0.04	0.09	0.6	0	0	0	18	NA	0.92	NA	NA	0	NA	73	2.5	20	36	220	0	0.35	0.06	0.28	6e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45321; name: 茼蒿（鲜）[蓬蒿菜，艾菜]; pinyin: [PCAC]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0.46; i: 0	茼蒿	茼蒿
China_66108	China	66108		甜瓜[香瓜]	甜瓜			[香瓜]	水果类及制品	瓜果类					NA		78	26	111	92.9	0.4	0.1	0.4	0.4	6.2	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	0	0.03	0.02	0.03	0.3	0	0	0	15	NA	0.47	NA	NA	0	NA	14	0.7	11	17	139	0	0.09	0.04	0.04	4e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 66108; name: 甜瓜[香瓜]; pinyin: TG[XG]; cateno: 66; category_lvl1_id: 6; category_lvl2_id: 66; a_vit_e: 0.11; i: 0	甜瓜	甜瓜
China_45316	China	45316		甜菜叶（鲜）	甜菜叶		（鲜）		蔬菜类及制品	嫩茎、叶、花菜类				鲜	NA		100	22	92	92.2	1.8	0.1	2	1.3	4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.61	0	0	0.1	0.22	0.4	0	0	0	30	NA	0	NA	NA	0	NA	117	3.3	72	40	547	0	0.38	0.19	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45316; name: 甜菜叶（鲜）; pinyin: TCY; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	甜菜叶	甜菜叶
China_41401	China	41401		甜菜根（鲜）[甜菜头，糖萝卜]	甜菜根		（鲜）	[甜菜头，糖萝卜]	蔬菜类及制品	根菜类				鲜	NA		90	87	364	74.8	1	0.1	0.6	5.9	23.5	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.05	0.04	0.2	0	0	0	8	NA	1.85	NA	NA	0	NA	56	0.9	38	18	254	0	0.31	0.15	0.86	0.00029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 41401; name: 甜菜根（鲜）[甜菜头，糖萝卜]; pinyin: TCG[TCTTLB]; cateno: 41; category_lvl1_id: 4; category_lvl2_id: 41; a_vit_e: 1.85; i: 0	甜菜根	甜菜根
China_62101	China	62101		桃（代表值）	桃		（代表值）		水果类及制品	核果类					NA		89	42	212	88.9	0.6	0.1	0.4	1	10.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.002	0	0.02	0.01	0.02	0.7	0.3	0	0	10	NA	0.71	NA	NA	0	NA	6	0.3	8	11	127	0	0.14	0.06	0.07	0.00047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 62101; name: 桃（代表值）; pinyin: T（JZ）; cateno: 62; category_lvl1_id: 6; category_lvl2_id: 62; a_vit_e: 0; i: 0	桃	桃
China_122113	China	122113		塘水虾[草虾]	塘水虾			[草虾]	鱼虾蟹贝类	虾					NA		57	96	402	74	21.2	1.2	3.6	0	0	NA	0	NA	NA	NA	NA	NA	264	NA	NA	NA	0.044	0.044	0	0.05	0.03	0	0	0	0	0	NA	4.82	NA	NA	0	NA	403	3.4	26	233	250	109	2.54	2.04	0.21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 122113; name: 塘水虾[草虾]; pinyin: TSX[CX]; cateno: 122; category_lvl1_id: 12; category_lvl2_id: 122; a_vit_e: 0; i: 0	塘水虾	塘水虾
China_44106	China	44106		蒜苗（绿色，青葱）	蒜苗		（绿色，青葱）		蔬菜类及制品	葱蒜类					NA		82	40	169	88.9	2.1	0.4	0.6	1.8	8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.047	0	0.28	0.11	0.08	0.5	0	0	0	35	NA	0.81	NA	NA	0	NA	29	1.4	18	44	226	0	0.46	0.05	0.17	0.00124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 44106; name: 蒜苗（绿色，青葱）; pinyin: SM; cateno: 44; category_lvl1_id: 4; category_lvl2_id: 44; a_vit_e: 0.41; i: 0	蒜苗	蒜苗
China_44105	China	44105		蒜黄（黄色）	蒜黄		（黄色）		蔬菜类及制品	葱蒜类					NA		97	24	101	93	2.5	0.2	0.5	1.4	3.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.047	0	0.28	0.05	0.07	0.6	0	0	0	18	NA	0.52	NA	NA	0	NA	24	1.3	16	58	168	0	0.33	0.09	0.25	0.00079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 44105; name: 蒜黄（黄色）; pinyin: SH; cateno: 44; category_lvl1_id: 4; category_lvl2_id: 44; a_vit_e: 0.41; i: 0	蒜黄	蒜黄
China_103001	China	103001		酸奶（均值）	酸奶		（均值）		乳类及制品	酸奶					NA		100	72	301	84.7	2.5	2.7	0.8	0	9.3	NA	0	NA	NA	NA	NA	NA	15	NA	NA	NA	0.026	0.026	0	0.03	0.15	0.2	0	0	0	1	NA	0.12	NA	NA	0	NA	118	0.4	12	85	150	39.8	0.53	0.03	0.02	0.00171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 103001; name: 酸奶（均值）; pinyin: SN（JZ）; cateno: 103; category_lvl1_id: 10; category_lvl2_id: 103; a_vit_e: 0.12; i: 9e-04	酸奶	酸奶
China_71033	China	71033		松子	松子				坚果、种子类	树坚果					NA		69	553	2295	3.4	12.9	40.4	3	0	40.3	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0.14	0.17	NA	1.4	0	0	0	NA	0	NA	NA	0	NA	14	3.9	272	453	1003	0	4.32	1.01	1.36	0.00059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 71033; name: 松子; pinyin: SZ; cateno: 71; category_lvl1_id: 7; category_lvl2_id: 71; a_vit_e: NA; i: 0	松子	松子
China_42110	China	42110		四季豆（菜豆）	四季豆		（菜豆）		蔬菜类及制品	鲜豆类					NA		96	31	131	91.3	2	0.4	0.6	1.5	5.7	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.035	0	0.21	0.04	0.07	0.4	0	0	0	6	NA	1.24	NA	NA	0	NA	42	1.5	27	51	123	0	0.23	0.11	0.18	0.00043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 42110; name: 四季豆（菜豆）; pinyin: SJD[CD]; cateno: 42; category_lvl1_id: 4; category_lvl2_id: 42; a_vit_e: 0.42; i: 0	四季豆	四季豆
China_43228	China	43228		丝瓜	丝瓜				蔬菜类及制品	茄果、瓜菜类					NA		83	20	82	94.3	1.3	0.2	0.4	0	4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.013	0	0	0.02	0.04	0	0.32	0	0	4	NA	0.08	NA	NA	0	NA	37	0.3	19	33	121	0	0.22	0.05	0.07	2e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 43228; name: 丝瓜; pinyin: SG; cateno: 43; category_lvl1_id: 4; category_lvl2_id: 43; a_vit_e: 0; i: 0	丝瓜	丝瓜
China_63201	China	63201		石榴（代表值）	石榴		（代表值）		水果类及制品	浆果类					NA		57	72	304	79.2	1.3	0.2	0.6	4.9	18.5	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.05	0.03	0	0	0	0	8	NA	3.72	NA	NA	0	NA	6	0.2	16	70	231	0	0.19	0.15	0.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 63201; name: 石榴（代表值）; pinyin: SL（JZ）; cateno: 63; category_lvl1_id: 6; category_lvl2_id: 63; a_vit_e: 2.09; i: 0	石榴	石榴
China_124109	China	124109		生蚝	生蚝				鱼虾蟹贝类	贝					NA		100	57	238	87.1	10.9	1.5	0.5	0	0	NA	0	NA	NA	NA	NA	NA	94	NA	NA	NA	0	0	0	0.04	0.13	1.5	0	0	0	0	NA	0.13	NA	NA	0	NA	35	5	10	100	375	270	71.2	11.5	0.3	0.0414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 124109; name: 生蚝; pinyin: S; cateno: 124; category_lvl1_id: 12; category_lvl2_id: 124; a_vit_e: 0.13; i: 0	生蚝	生蚝
China_45333	China	45333		生菜（叶用莴苣）	生菜		（叶用莴苣）		蔬菜类及制品	嫩茎、叶、花菜类					NA		94	12	51	96.7	1.6	0.4	0.2	0	1.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.002	0	0	0.02	0.01	0	0	0	0	0	NA	0	NA	NA	0	NA	14	0.2	7	12	91	0	0.12	0.01	0.06	4e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45333; name: 生菜（叶用莴苣）; pinyin: SC（YY）; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	生菜	生菜
China_45314	China	45314		生菜（牛俐）[油麦菜]	生菜		（牛俐）	[油麦菜]	蔬菜类及制品	嫩茎、叶、花菜类					NA		81	16	67	95.7	1.4	0.4	0.4	0.6	2.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.06	0	0.36	0	0.1	0.2	0	0	0	20	NA	0	NA	NA	0	NA	70	1.2	29	31	100	0	0.43	0.08	0.15	0.00155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45314; name: 生菜（牛俐）[油麦菜]; pinyin: SC（NL）[YMC]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	生菜	生菜
China_124111	China	124111		扇贝（鲜）	扇贝		（鲜）		鱼虾蟹贝类	贝				鲜	NA		35	60	251	84.2	11.1	0.6	1.5	0	2.6	NA	0	NA	NA	NA	NA	NA	140	NA	NA	NA	0	0	0	0	0.1	0.2	0	0	0	0	NA	11.85	NA	NA	0	NA	142	7.2	39	132	122	339	11.69	0.48	0.7	0.02022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 124111; name: 扇贝（鲜）; pinyin: SB（X）; cateno: 124; category_lvl1_id: 12; category_lvl2_id: 124; a_vit_e: 3.79; i: 0	扇贝	扇贝
China_124112	China	124112		扇贝（干）[干贝]	扇贝		（干）	[干贝]	鱼虾蟹贝类	贝			干		NA		100	264	1105	27.4	55.6	2.4	9.5	0	5.1	NA	0	NA	NA	NA	NA	NA	348	NA	NA	NA	0.011	0.011	0	0	0.21	2.5	0	0	0	0	NA	1.53	NA	NA	0	NA	77	5.6	106	504	969	306.4	5.05	0.1	0.43	0.07635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 124112; name: 扇贝（干）[干贝]; pinyin: SB（G）[GB]; cateno: 124; category_lvl1_id: 12; category_lvl2_id: 124; a_vit_e: 1.53; i: 0	扇贝	扇贝
China_65030	China	65030		山竹	山竹				水果类及制品	热带、亚热带水果					NA		25	72	307	81.2	0.4	0.2	0.2	0.4	18	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0.08	0.02	NA	0.3	0	0	1.2	NA	0.36	NA	NA	0	NA	11	0.3	19	9	48	0	0.06	0.03	0.05	0.00054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 65030; name: 山竹; pinyin: SZ; cateno: 65; category_lvl1_id: 6; category_lvl2_id: 65; a_vit_e: NA; i: 0	山竹	山竹
China_47104	China	47104		山药（鲜）[薯蓣，大薯]	山药		（鲜）	[薯蓣，大薯]	蔬菜类及制品	薯芋类				鲜	NA		83	57	238	84.8	1.9	0.2	0.7	0.8	12.4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.02	0.05	0.02	0.3	0	0	0	5	NA	0.24	NA	NA	0	NA	16	0.3	20	34	213	0	0.27	0.24	0.12	0.00055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 47104; name: 山药（鲜）[薯蓣，大薯]; pinyin: SY[SDS]; cateno: 47; category_lvl1_id: 4; category_lvl2_id: 47; a_vit_e: 0.24; i: 0	山药	山药
China_47105	China	47105		山药（干）	山药		（干）		蔬菜类及制品	薯芋类			干		NA		100	327	1368	15	9.4	1	3.8	1.4	70.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.25	0.28	0	0	0	0	0	NA	0.44	NA	NA	0	NA	62	0.4	0	17	269	0	0.95	0.63	0.23	0.00308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 47105; name: 山药（干）; pinyin: SY（G）; cateno: 47; category_lvl1_id: 4; category_lvl2_id: 47; a_vit_e: 0; i: 0	山药	山药
China_71026	China	71026		山核桃（熟）[小核桃]	山核桃		（熟）	[小核桃]	坚果、种子类	树坚果					NA		45	658	2708	2.8	8.3	64.5	3.1	0	21.3	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.011	0	0	0.11	0.07	0	0.8	0	0	0	NA	14.75	NA	NA	0	NA	132	6	130	279	4	0	7.07	1.33	11.39	0.00115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 71026; name: 山核桃（熟）[小核桃]; pinyin: SHT（S）[XHT]; cateno: 71; category_lvl1_id: 7; category_lvl2_id: 71; a_vit_e: 0; i: 0.0104	山核桃	山核桃
China_121217	China	121217		沙丁鱼[沙鲻]	沙丁鱼			[沙鲻]	鱼虾蟹贝类	鱼					NA		67	89	372	78	19.8	1.1	1.3	0	0	NA	0	NA	NA	NA	NA	NA	158	NA	NA	NA	0	0	0	0.01	0.03	2	0	0	0	0	NA	0.26	NA	NA	0	NA	184	1.4	30	183	136	91.5	0.16	0.02	0.07	0.04895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 121217; name: 沙丁鱼[沙鲻]; pinyin: SDY[S]; cateno: 121; category_lvl1_id: 12; category_lvl2_id: 121; a_vit_e: 0; i: 0	沙丁鱼	沙丁鱼
China_63901	China	63901		桑葚（代表值）	桑葚		（代表值）		水果类及制品	浆果类					NA		100	57	240	82.8	1.7	0.4	1.3	4.1	13.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	0	0.03	0.02	0.06	0	0	0	0	0	NA	9.87	NA	NA	0	NA	37	0.4	0	33	32	0	0.26	0.07	0.28	0.00565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 63901; name: 桑葚（代表值）; pinyin: S（JZ）; cateno: 63; category_lvl1_id: 6; category_lvl2_id: 63; a_vit_e: 0; i: 0	桑葚	桑葚
